datetime,temp,precip,humidity,windspeed,cloudcover,month,day_of_week,is_weekend,season
2024-12-27,22.2,0.1,74.0,22.3,42.9,12,4,0,Winter
2024-12-28,20.4,1.0,87.5,11.2,56.0,12,5,1,Winter
2024-12-29,17.2,0.0,87.6,14.4,63.1,12,6,1,Winter
2024-12-30,17.9,0.0,80.9,18.4,34.0,12,0,0,Winter
2024-12-31,18.8,0.0,80.0,16.6,20.0,12,1,0,Winter
2025-01-01,17.3,0.0,78.5,11.2,0.3,1,2,0,Winter
2025-01-02,18.0,0.0,63.9,13.0,0.0,1,3,0,Winter
2025-01-03,19.6,0.0,63.5,9.4,7.2,1,4,0,Winter
2025-01-04,20.2,0.0,58.4,11.2,3.2,1,5,1,Winter
2025-01-05,20.2,0.0,56.8,13.0,41.4,1,6,1,Winter
2025-01-06,17.5,0.0,76.3,11.2,11.4,1,0,0,Winter
2025-01-07,14.7,0.0,71.5,16.6,1.2,1,1,0,Winter
2025-01-08,14.6,0.0,61.6,11.2,0.0,1,2,0,Winter
2025-01-09,16.8,0.0,54.9,14.8,4.9,1,3,0,Winter
2025-01-10,18.0,0.0,58.6,13.0,8.1,1,4,0,Winter
2025-01-11,19.7,0.0,61.8,16.6,24.4,1,5,1,Winter
2025-01-12,16.9,0.0,74.0,14.8,29.9,1,6,1,Winter
2025-01-13,12.5,0.0,77.1,14.8,5.5,1,0,0,Winter
2025-01-14,16.0,0.0,70.2,14.8,19.7,1,1,0,Winter
2025-01-15,20.0,0.0,68.2,24.1,31.7,1,2,0,Winter
2025-01-16,18.3,0.0,79.4,16.6,42.5,1,3,0,Winter
2025-01-17,15.5,0.0,81.6,22.3,46.5,1,4,0,Winter
2025-01-18,19.4,0.0,66.7,16.6,7.1,1,5,1,Winter
2025-01-19,20.8,0.0,57.3,13.0,0.0,1,6,1,Winter
2025-01-20,20.0,0.0,63.6,11.2,11.4,1,0,0,Winter
2025-01-21,19.5,0.0,66.7,11.2,1.3,1,1,0,Winter
2025-01-22,20.5,0.0,67.7,13.0,1.3,1,2,0,Winter
2025-01-23,19.8,0.0,69.5,18.4,11.7,1,3,0,Winter
2025-01-24,17.7,0.0,70.4,19.5,1.4,1,4,0,Winter
2025-01-25,18.4,0.0,61.1,16.1,0.0,1,5,1,Winter
2025-01-26,19.4,0.0,65.9,11.2,0.0,1,6,1,Winter
2025-01-27,19.6,0.0,61.3,11.2,0.0,1,0,0,Winter
2025-01-28,20.3,0.0,56.7,11.2,2.6,1,1,0,Winter
2025-01-29,22.3,0.0,52.8,13.0,4.8,1,2,0,Winter
2025-01-30,20.5,0.0,54.7,9.4,1.3,1,3,0,Winter
2025-01-31,20.7,0.0,54.5,11.2,0.0,1,4,0,Winter
2025-02-01,19.6,0.0,57.5,10.8,11.9,2,5,1,Winter
2025-02-02,20.3,0.0,58.6,11.2,21.5,2,6,1,Winter
2025-02-03,23.9,0.0,56.8,25.9,24.8,2,0,0,Winter
2025-02-04,22.4,0.0,63.5,11.2,30.7,2,1,0,Winter
2025-02-05,19.0,0.0,57.4,22.3,15.2,2,2,0,Winter
2025-02-06,18.1,0.0,45.8,25.1,0.0,2,3,0,Winter
2025-02-07,18.3,0.0,46.8,20.5,1.2,2,4,0,Winter
2025-02-08,20.3,0.0,50.6,13.0,17.1,2,5,1,Winter
2025-02-09,22.9,0.0,52.6,11.2,1.9,2,6,1,Winter
2025-02-10,22.5,0.0,54.2,11.2,1.3,2,0,0,Winter
2025-02-11,21.7,0.0,51.5,14.8,1.3,2,1,0,Winter
2025-02-12,20.7,0.0,54.3,11.2,0.0,2,2,0,Winter
2025-02-13,19.9,0.0,50.4,13.0,0.0,2,3,0,Winter
2025-02-14,21.2,0.0,48.7,13.0,0.0,2,4,0,Winter
2025-02-15,22.6,0.0,46.6,16.6,5.5,2,5,1,Winter
2025-02-16,23.0,0.0,48.6,14.8,0.0,2,6,1,Winter
2025-02-17,22.8,0.0,54.4,10.1,0.0,2,0,0,Winter
2025-02-18,23.8,0.0,56.1,14.8,16.7,2,1,0,Winter
2025-02-19,23.4,0.0,53.6,11.2,2.9,2,2,0,Winter
2025-02-20,23.0,0.0,47.2,13.0,11.4,2,3,0,Winter
2025-02-21,22.1,0.0,49.5,14.8,5.1,2,4,0,Winter
2025-02-22,22.4,0.0,48.7,14.8,0.1,2,5,1,Winter
2025-02-23,23.1,0.0,47.1,9.4,0.0,2,6,1,Winter
2025-02-24,22.6,0.0,45.3,14.8,1.7,2,0,0,Winter
2025-02-25,23.3,0.0,42.3,14.8,6.2,2,1,0,Winter
2025-02-26,24.6,0.0,38.7,22.3,13.9,2,2,0,Winter
2025-02-27,25.6,0.0,41.9,16.6,20.3,2,3,0,Winter
2025-02-28,26.3,0.0,44.9,18.4,28.0,2,4,0,Winter
2025-03-01,25.1,0.0,49.9,7.6,11.3,3,5,1,Spring
2025-03-02,24.1,0.0,49.3,16.6,4.4,3,6,1,Spring
2025-03-03,24.2,0.0,47.2,9.4,10.9,3,0,0,Spring
