datetime,temp,precip,humidity,windspeed,cloudcover,month,day_of_week,is_weekend,season,temp_range,day_length,is_clear,is_rainy,is_cloudy,is_snowy,has_precipitation,month_sin,month_cos,day_of_week_sin,day_of_week_cos
2024-03-29,28.9,0.2,41.3,13.0,40.8,3,4,0,Spring,15.0,12.321111111111112,0,1,1,0,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2024-03-30,29.5,0.0,39.4,14.8,48.1,3,5,1,Spring,13.0,12.343055555555555,0,0,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2024-03-31,28.3,0.0,35.5,22.3,26.8,3,6,1,Spring,14.0,12.364722222222222,0,0,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2024-04-01,26.9,0.0,30.4,22.3,38.3,4,0,0,Spring,18.0,12.386388888888888,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2024-04-02,27.8,0.0,32.8,16.6,34.8,4,1,0,Spring,16.9,12.408055555555556,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336
2024-04-03,29.0,0.0,32.2,26.2,31.6,4,2,0,Spring,17.5,12.429722222222223,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434
2024-04-04,28.6,0.0,35.4,14.8,23.3,4,3,0,Spring,15.299999999999997,12.45111111111111,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
2024-04-05,27.9,0.0,36.9,21.8,17.9,4,4,0,Spring,15.200000000000003,12.472777777777777,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
2024-04-06,28.3,0.0,32.1,20.5,42.7,4,5,1,Spring,16.200000000000003,12.49388888888889,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
2024-04-07,28.6,0.0,33.7,12.2,50.4,4,6,1,Spring,13.0,12.515555555555556,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
2024-04-08,29.0,0.0,31.3,13.0,17.7,4,0,0,Spring,15.399999999999999,12.536666666666667,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2024-04-09,29.0,0.0,45.7,24.1,19.3,4,1,0,Spring,13.0,12.557777777777778,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336
2024-04-10,27.9,0.0,55.2,20.0,46.4,4,2,0,Spring,12.0,12.578888888888889,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434
2024-04-11,27.2,0.0,55.7,29.5,61.5,4,3,0,Spring,9.200000000000003,12.600277777777778,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
2024-04-12,28.1,0.8,54.8,22.3,43.7,4,4,0,Spring,11.600000000000001,12.62111111111111,0,1,1,0,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
2024-04-13,27.9,0.0,54.8,20.5,30.6,4,5,1,Spring,12.700000000000003,12.641944444444444,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
2024-04-14,29.6,0.0,45.2,22.3,25.7,4,6,1,Spring,12.0,12.662777777777778,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
2024-04-15,30.9,0.9,42.8,14.4,32.3,4,0,0,Spring,12.300000000000004,12.683055555555555,0,1,1,0,1,0.8660254037844387,-0.49999999999999983,0.0,1.0
2024-04-16,30.5,0.0,38.6,14.4,13.1,4,1,0,Spring,12.399999999999999,12.703888888888889,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336
2024-04-17,31.8,0.0,30.1,14.0,14.8,4,2,0,Spring,13.500000000000004,12.724166666666667,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434
2024-04-18,32.7,0.0,26.8,18.4,21.5,4,3,0,Spring,12.8,12.744722222222222,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
2024-04-19,32.0,0.0,32.4,17.3,28.0,4,4,0,Spring,12.399999999999999,12.764722222222222,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
2024-04-20,30.7,0.0,35.2,24.1,29.2,4,5,1,Spring,13.5,12.785,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
2024-04-21,29.6,0.0,36.5,13.0,31.8,4,6,1,Spring,14.0,12.805,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
2024-04-22,28.6,4.0,44.1,14.8,31.4,4,0,0,Spring,8.599999999999998,12.825,0,1,1,0,1,0.8660254037844387,-0.49999999999999983,0.0,1.0
2024-04-23,29.9,0.0,35.9,22.3,7.8,4,1,0,Spring,15.0,12.844444444444445,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336
2024-04-24,30.8,0.0,30.3,20.5,7.2,4,2,0,Spring,16.0,12.863888888888889,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434
2024-04-25,31.4,0.0,31.5,13.0,38.5,4,3,0,Spring,13.100000000000001,12.883611111111112,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419
2024-04-26,29.2,0.1,45.0,14.8,56.6,4,4,0,Spring,7.0,12.902777777777779,0,1,1,0,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191
2024-04-27,30.7,0.0,40.7,14.8,39.5,4,5,1,Spring,15.0,12.921944444444444,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146
2024-04-28,31.3,0.0,28.3,16.6,31.7,4,6,1,Spring,15.0,12.940555555555555,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334
2024-04-29,31.9,0.0,28.4,25.9,25.6,4,0,0,Spring,12.8,12.959166666666667,0,0,1,0,0,0.8660254037844387,-0.49999999999999983,0.0,1.0
2024-04-30,31.1,0.0,25.9,25.9,2.1,4,1,0,Spring,15.299999999999997,12.978055555555555,1,0,0,0,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336
2024-05-01,29.6,0.0,22.1,24.1,0.7,5,2,0,Spring,16.0,12.99638888888889,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2024-05-02,29.2,0.0,18.2,14.8,8.8,5,3,0,Spring,17.0,13.014444444444445,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-05-03,30.7,0.0,19.7,18.4,8.6,5,4,0,Spring,15.600000000000001,13.0325,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-05-04,32.1,0.0,24.5,17.6,34.8,5,5,1,Spring,15.5,13.050277777777778,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2024-05-05,31.7,0.0,35.0,27.7,39.1,5,6,1,Spring,10.600000000000001,13.067777777777778,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2024-05-06,31.8,0.0,37.3,24.1,26.5,5,0,0,Spring,12.799999999999997,13.085,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2024-05-07,32.0,0.0,37.8,20.0,13.8,5,1,0,Spring,16.0,13.102222222222222,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2024-05-08,31.3,7.0,45.9,23.5,29.5,5,2,0,Spring,15.0,13.11888888888889,0,1,1,0,1,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2024-05-09,31.7,0.0,44.2,18.4,35.9,5,3,0,Spring,15.5,13.135555555555555,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-05-10,31.7,0.0,45.4,37.1,24.7,5,4,0,Spring,15.0,13.151944444444444,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-05-11,31.6,0.0,43.0,16.6,33.9,5,5,1,Spring,13.0,13.168333333333333,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2024-05-12,32.1,0.0,39.9,16.6,41.6,5,6,1,Spring,12.0,13.18388888888889,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2024-05-13,29.7,7.0,50.2,20.5,43.3,5,0,0,Spring,14.0,13.199722222222222,0,1,1,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0
2024-05-14,29.2,0.1,45.9,24.1,51.6,5,1,0,Spring,16.1,13.214722222222223,0,1,1,0,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2024-05-15,30.8,0.0,41.9,16.6,54.6,5,2,0,Spring,13.3,13.23,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2024-05-16,32.5,0.0,37.1,14.8,25.2,5,3,0,Spring,15.0,13.244444444444444,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-05-17,32.0,5.0,39.9,25.4,56.4,5,4,0,Spring,11.3,13.259166666666667,0,1,1,0,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-05-18,33.1,0.0,36.4,20.5,40.5,5,5,1,Spring,16.0,13.273333333333333,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2024-05-19,35.7,0.0,29.1,22.3,35.2,5,6,1,Spring,13.200000000000003,13.286944444444444,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2024-05-20,35.2,0.0,28.9,16.6,29.8,5,0,0,Spring,13.600000000000001,13.300555555555556,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2024-05-21,35.2,0.0,33.3,16.6,36.7,5,1,0,Spring,13.299999999999997,13.313611111111111,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2024-05-22,36.6,0.0,27.2,14.8,41.1,5,2,0,Spring,12.0,13.32638888888889,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2024-05-23,36.6,0.0,29.8,18.4,41.1,5,3,0,Spring,14.0,13.338888888888889,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-05-24,36.6,0.0,31.5,24.1,26.4,5,4,0,Spring,13.599999999999998,13.350833333333334,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-05-25,36.1,0.0,31.4,20.5,26.5,5,5,1,Spring,11.200000000000003,13.3625,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2024-05-26,33.7,0.5,47.0,25.9,41.0,5,6,1,Spring,12.100000000000001,13.374166666666667,0,1,1,0,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2024-05-27,35.1,0.0,44.0,27.7,19.0,5,0,0,Spring,12.200000000000003,13.385277777777778,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2024-05-28,33.4,0.0,50.7,38.0,5.8,5,1,0,Spring,13.299999999999997,13.395555555555555,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2024-05-29,32.5,0.0,52.0,30.0,9.2,5,2,0,Spring,13.5,13.405833333333334,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2024-05-30,32.5,0.0,52.1,27.7,31.5,5,3,0,Spring,11.299999999999997,13.415833333333333,0,0,1,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2024-05-31,32.7,0.0,48.3,24.1,11.3,5,4,0,Spring,13.0,13.425277777777778,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2024-06-01,32.4,0.0,46.0,25.9,18.5,6,5,1,Summer,13.0,13.434166666666666,1,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2024-06-02,32.8,0.0,43.1,22.3,13.8,6,6,1,Summer,12.0,13.443055555555556,1,0,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2024-06-03,29.6,13.0,54.7,33.5,42.7,6,0,0,Summer,13.0,13.45111111111111,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.0,1.0
2024-06-04,30.9,0.0,56.0,21.7,44.3,6,1,0,Summer,14.0,13.45888888888889,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2024-06-05,30.5,0.0,57.0,27.7,36.3,6,2,0,Summer,13.0,13.466388888888888,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2024-06-06,32.5,0.4,50.8,23.1,34.5,6,3,0,Summer,11.600000000000001,13.473055555555556,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2024-06-07,32.4,0.0,46.4,20.5,47.9,6,4,0,Summer,11.0,13.479722222222222,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2024-06-08,28.0,11.0,66.5,18.4,69.9,6,5,1,Summer,10.899999999999999,13.485833333333334,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2024-06-09,30.9,0.3,56.8,13.9,51.2,6,6,1,Summer,12.500000000000004,13.491388888888888,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2024-06-10,29.7,0.0,61.5,18.4,69.3,6,0,0,Summer,9.399999999999999,13.496666666666666,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0
2024-06-11,29.1,0.4,60.7,25.9,59.2,6,1,0,Summer,11.0,13.501111111111111,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2024-06-12,28.6,4.1,65.4,23.6,62.0,6,2,0,Summer,10.0,13.505555555555556,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2024-06-13,29.4,0.0,63.1,25.3,52.8,6,3,0,Summer,13.399999999999999,13.509166666666667,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2024-06-14,29.8,0.0,59.6,25.9,53.2,6,4,0,Summer,10.700000000000003,13.5125,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2024-06-15,28.3,7.0,69.1,25.9,50.3,6,5,1,Summer,11.0,13.515277777777778,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2024-06-16,29.9,0.0,64.5,25.9,46.7,6,6,1,Summer,10.100000000000001,13.517777777777777,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2024-06-17,30.1,0.2,62.9,21.7,59.5,6,0,0,Summer,11.0,13.519722222222223,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.0,1.0
2024-06-18,30.8,0.0,60.6,25.3,45.9,6,1,0,Summer,10.600000000000001,13.52111111111111,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2024-06-19,29.6,4.0,62.9,27.7,45.5,6,2,0,Summer,10.600000000000001,13.521944444444445,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2024-06-20,28.9,0.0,67.4,24.1,42.2,6,3,0,Summer,11.0,13.5225,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2024-06-21,26.5,15.0,80.2,20.3,67.3,6,4,0,Summer,5.300000000000001,13.522777777777778,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2024-06-22,27.2,0.1,77.3,18.4,69.6,6,5,1,Summer,9.100000000000001,13.522222222222222,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2024-06-23,28.8,3.9,69.8,20.0,52.0,6,6,1,Summer,10.299999999999997,13.52138888888889,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2024-06-24,27.6,22.0,76.7,22.3,62.6,6,0,0,Summer,10.0,13.52,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.0,1.0
2024-06-25,27.8,9.1,80.9,22.8,70.1,6,1,0,Summer,8.899999999999999,13.518055555555556,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2024-06-26,29.2,0.1,72.7,33.5,47.7,6,2,0,Summer,9.0,13.515555555555556,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2024-06-27,28.9,0.5,74.9,18.4,56.6,6,3,0,Summer,8.799999999999997,13.513055555555555,0,1,1,0,1,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2024-06-28,27.7,0.9,79.8,22.3,55.0,6,4,0,Summer,6.0,13.509722222222223,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2024-06-29,26.6,19.0,80.9,22.3,63.1,6,5,1,Summer,7.899999999999999,13.50611111111111,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2024-06-30,26.1,0.1,84.4,27.7,75.4,6,6,1,Summer,6.100000000000001,13.501944444444444,0,1,1,0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2024-07-01,25.7,3.0,85.4,25.9,79.8,7,0,0,Summer,5.0,13.497222222222222,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2024-07-02,24.9,4.0,86.1,27.0,82.0,7,1,0,Summer,3.1999999999999993,13.492222222222223,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2024-07-03,26.1,1.0,85.3,25.9,79.8,7,2,0,Summer,5.0,13.486666666666666,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2024-07-04,26.1,0.7,85.1,24.1,89.0,7,3,0,Summer,4.0,13.480833333333333,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2024-07-05,25.7,1.0,85.8,29.5,78.1,7,4,0,Summer,5.0,13.474444444444444,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2024-07-06,25.7,0.0,85.5,25.9,84.8,7,5,1,Summer,5.199999999999999,13.4675,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2024-07-07,26.8,0.0,81.4,18.4,73.2,7,6,1,Summer,8.0,13.460277777777778,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2024-07-08,26.2,0.1,86.3,18.4,77.5,7,0,0,Summer,3.3999999999999986,13.452777777777778,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2024-07-09,27.6,10.0,84.3,14.8,75.4,7,1,0,Summer,8.700000000000003,13.444444444444445,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2024-07-10,27.6,1.3,83.0,22.3,83.3,7,2,0,Summer,5.399999999999999,13.436111111111112,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2024-07-11,27.7,1.4,81.3,20.5,88.7,7,3,0,Summer,6.900000000000002,13.427222222222222,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2024-07-12,26.7,5.1,85.5,24.1,87.7,7,4,0,Summer,6.0,13.417777777777777,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2024-07-13,26.0,58.0,83.5,20.5,76.8,7,5,1,Summer,7.700000000000003,13.408055555555556,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2024-07-14,26.0,12.0,85.7,18.4,82.7,7,6,1,Summer,9.0,13.398055555555555,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2024-07-15,26.4,5.0,87.8,12.2,82.1,7,0,0,Summer,7.0,13.3875,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2024-07-16,27.0,32.2,84.7,9.4,74.0,7,1,0,Summer,7.199999999999999,13.376666666666667,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2024-07-17,25.2,0.3,90.6,16.6,90.1,7,2,0,Summer,2.3000000000000007,13.365555555555556,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2024-07-18,26.7,0.0,84.0,18.4,77.6,7,3,0,Summer,6.5,13.35388888888889,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2024-07-19,26.9,0.0,81.8,14.8,57.1,7,4,0,Summer,7.199999999999999,13.341944444444444,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2024-07-20,26.4,0.0,84.5,14.8,78.7,7,5,1,Summer,5.600000000000001,13.329722222222221,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2024-07-21,25.0,11.7,90.4,14.8,91.0,7,6,1,Summer,5.5,13.317222222222222,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2024-07-22,24.9,3.0,90.0,20.5,91.3,7,0,0,Summer,3.5,13.303888888888888,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2024-07-23,24.6,6.2,90.7,22.3,89.2,7,1,0,Summer,3.0,13.290833333333333,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2024-07-24,24.1,1.0,91.1,25.9,89.0,7,2,0,Summer,2.1999999999999993,13.277222222222223,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2024-07-25,24.6,0.1,91.4,22.3,91.5,7,3,0,Summer,4.0,13.263333333333334,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2024-07-26,24.6,3.5,92.7,19.8,94.0,7,4,0,Summer,2.3000000000000007,13.249166666666667,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
2024-07-27,23.9,15.0,93.2,22.3,92.2,7,5,1,Summer,2.0,13.234444444444444,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2024-07-28,24.1,65.0,93.3,18.4,98.4,7,6,1,Summer,0.5,13.219722222222222,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
2024-07-29,24.5,4.0,93.2,22.3,93.8,7,0,0,Summer,1.3000000000000007,13.204722222222221,0,1,0,0,1,-0.4999999999999998,-0.8660254037844388,0.0,1.0
2024-07-30,24.8,0.1,89.5,16.6,83.5,7,1,0,Summer,5.0,13.189444444444444,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
2024-07-31,25.4,0.1,88.0,20.5,84.1,7,2,0,Summer,4.100000000000001,13.17388888888889,0,1,1,0,1,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2024-08-01,24.8,0.1,88.1,22.3,87.4,8,3,0,Summer,3.6000000000000014,13.157777777777778,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
2024-08-02,24.0,13.9,90.9,31.7,92.2,8,4,0,Summer,3.3000000000000007,13.141944444444444,0,1,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2024-08-03,24.0,5.0,91.7,24.1,92.2,8,5,1,Summer,3.0,13.125555555555556,0,1,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
2024-08-04,23.8,9.0,92.4,20.5,94.8,8,6,1,Summer,1.3000000000000007,13.108888888888888,0,1,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
2024-08-05,24.7,0.1,89.5,25.9,88.8,8,0,0,Summer,5.0,13.092222222222222,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2024-08-06,24.7,0.2,87.9,25.2,79.6,8,1,0,Summer,5.0,13.075,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
2024-08-07,24.6,0.0,86.1,24.1,84.5,8,2,0,Summer,6.0,13.057777777777778,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
2024-08-08,24.7,7.0,88.0,20.5,87.6,8,3,0,Summer,4.300000000000001,13.040277777777778,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
2024-08-09,23.1,3.1,91.5,18.4,91.3,8,4,0,Summer,3.0,13.022777777777778,0,1,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2024-08-10,23.6,7.0,92.6,20.5,89.9,8,5,1,Summer,2.1999999999999993,13.005,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
2024-08-11,24.3,0.4,91.0,18.4,84.6,8,6,1,Summer,4.100000000000001,12.986666666666666,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
2024-08-12,24.5,2.6,90.1,18.4,84.2,8,0,0,Summer,5.0,12.968333333333334,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.0,1.0
2024-08-13,25.2,4.0,88.6,20.5,74.5,8,1,0,Summer,5.0,12.95,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
2024-08-14,26.2,0.3,84.9,16.6,72.2,8,2,0,Summer,7.100000000000001,12.93138888888889,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
2024-08-15,25.6,9.0,86.9,18.4,82.0,8,3,0,Summer,7.0,12.912777777777778,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
2024-08-16,25.5,10.0,87.7,20.3,78.0,8,4,0,Summer,5.199999999999999,12.893611111111111,0,1,1,0,1,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2024-08-17,26.2,0.0,82.6,14.8,61.7,8,5,1,Summer,7.800000000000001,12.874722222222223,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
2024-08-18,26.9,0.0,80.8,10.9,50.7,8,6,1,Summer,7.0,12.855555555555556,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
