BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1,CRASH_DATETIME,hour,day,month
QUEENS,11105.0,40.777138,-73.90114,"(40.777138, -73.90114)",0,0,Driver Inattention/Distraction,4781559,Station Wagon/Sport Utility Vehicle,2024-11-28 01:50:00,1,3,11
QUEENS,11420.0,40.672962,-73.83324,"(40.672962, -73.83324)",4,0,Following Too Closely,4775515,Sedan,2024-11-28 23:55:00,23,3,11
QUEENS,11433.0,40.704033,-73.79379,"(40.704033, -73.79379)",1,0,Driver Inattention/Distraction,4776120,Sedan,2024-11-29 18:42:00,18,4,11
QUEENS,11433.0,40.70274,-73.798416,"(40.70274, -73.798416)",0,0,Unspecified,4785450,Sedan,2024-11-29 17:51:00,17,4,11
QUEENS,11367.0,40.72003,-73.81529,"(40.72003, -73.81529)",0,0,Unspecified,4775042,Sedan,2024-11-29 05:30:00,5,4,11
QUEENS,11691.0,40.60084,-73.76499,"(40.60084, -73.76499)",2,0,Unsafe Speed,4774932,Sedan,2024-11-29 13:12:00,13,4,11
QUEENS,11363.0,40.768402,-73.73754,"(40.768402, -73.73754)",0,0,Unspecified,4775050,Ambulance,2024-11-29 12:29:00,12,4,11
QUEENS,11433.0,40.69488,-73.79897,"(40.69488, -73.79897)",0,0,Unspecified,4775522,Sedan,2024-11-29 21:00:00,21,4,11
QUEENS,11385.0,40.704628,-73.872444,"(40.704628, -73.872444)",2,0,Failure to Yield Right-of-Way,4775401,Station Wagon/Sport Utility Vehicle,2024-11-29 19:30:00,19,4,11
QUEENS,11428.0,40.714294,-73.75416,"(40.714294, -73.75416)",0,0,Reaction to Uninvolved Vehicle,4774952,Bus,2024-11-29 12:58:00,12,4,11
QUEENS,11361.0,40.757725,-73.77927,"(40.757725, -73.77927)",2,0,Driver Inattention/Distraction,4774984,Sedan,2024-11-29 20:10:00,20,4,11
QUEENS,11354.0,40.76241,-73.83184,"(40.76241, -73.83184)",0,0,Driver Inattention/Distraction,4775081,Bus,2024-11-29 09:20:00,9,4,11
QUEENS,11361.0,40.75847,-73.776474,"(40.75847, -73.776474)",0,0,Unspecified,4774967,Sedan,2024-11-29 14:25:00,14,4,11
QUEENS,11355.0,40.758873,-73.82064,"(40.758873, -73.82064)",0,0,Failure to Yield Right-of-Way,4775088,Station Wagon/Sport Utility Vehicle,2024-11-29 17:00:00,17,4,11
QUEENS,11368.0,40.747585,-73.85732,"(40.747585, -73.85732)",0,0,Turning Improperly,4774894,Station Wagon/Sport Utility Vehicle,2024-11-29 05:00:00,5,4,11
QUEENS,11420.0,40.674995,-73.80854,"(40.674995, -73.80854)",0,0,Traffic Control Disregarded,4775529,Station Wagon/Sport Utility Vehicle,2024-11-29 00:35:00,0,4,11
QUEENS,11378.0,40.725628,-73.89293,"(40.725628, -73.89293)",0,0,Unsafe Speed,4775542,Sedan,2024-11-29 00:20:00,0,4,11
QUEENS,11422.0,40.657326,-73.74393,"(40.657326, -73.74393)",1,0,Unsafe Speed,4775095,Sedan,2024-11-29 06:00:00,6,4,11
QUEENS,11418.0,40.700584,-73.83838,"(40.700584, -73.83838)",0,0,Passing Too Closely,4774985,Sedan,2024-11-29 18:40:00,18,4,11
QUEENS,11367.0,40.717678,-73.81712,"(40.717678, -73.81712)",0,0,Driver Inattention/Distraction,4774833,Sedan,2024-11-29 05:42:00,5,4,11
QUEENS,11103.0,40.759724,-73.9206,"(40.759724, -73.9206)",1,0,Passing or Lane Usage Improper,4775193,Moped,2024-11-29 17:21:00,17,4,11
QUEENS,11368.0,40.751446,-73.86251,"(40.751446, -73.86251)",0,0,Driver Inattention/Distraction,4775247,Station Wagon/Sport Utility Vehicle,2024-11-29 08:15:00,8,4,11
QUEENS,11434.0,40.681995,-73.78841,"(40.681995, -73.78841)",1,0,Traffic Control Disregarded,4775034,Sedan,2024-11-29 23:41:00,23,4,11
QUEENS,11432.0,40.71343,-73.78059,"(40.71343, -73.78059)",1,0,Driver Inattention/Distraction,4775532,Station Wagon/Sport Utility Vehicle,2024-11-29 09:10:00,9,4,11
QUEENS,11357.0,40.79199,-73.817215,"(40.79199, -73.817215)",1,0,Alcohol Involvement,4775086,Station Wagon/Sport Utility Vehicle,2024-11-29 20:25:00,20,4,11
QUEENS,11370.0,40.757977,-73.882965,"(40.757977, -73.882965)",1,0,Driver Inattention/Distraction,4774996,Station Wagon/Sport Utility Vehicle,2024-11-29 22:20:00,22,4,11
QUEENS,11372.0,40.75276,-73.87538,"(40.75276, -73.87538)",1,0,Failure to Yield Right-of-Way,4775385,Station Wagon/Sport Utility Vehicle,2024-11-29 21:50:00,21,4,11
QUEENS,11369.0,40.76055,-73.87886,"(40.76055, -73.87886)",1,0,Failure to Yield Right-of-Way,4774832,Sedan,2024-11-29 01:55:00,1,4,11
QUEENS,11417.0,40.678062,-73.85921,"(40.678062, -73.85921)",0,0,Other Vehicular,4775481,Station Wagon/Sport Utility Vehicle,2024-11-29 23:45:00,23,4,11
QUEENS,11355.0,40.746555,-73.8262,"(40.746555, -73.8262)",1,0,Passing or Lane Usage Improper,4775083,Sedan,2024-11-29 18:20:00,18,4,11
QUEENS,11364.0,40.750244,-73.75737,"(40.750244, -73.75737)",0,0,Unspecified,4775053,Sedan,2024-11-29 20:06:00,20,4,11
QUEENS,11379.0,40.7231,-73.87767,"(40.7231, -73.87767)",2,0,Driver Inattention/Distraction,4775400,E-Scooter,2024-11-29 19:14:00,19,4,11
QUEENS,11379.0,40.71602,-73.87643,"(40.71602, -73.87643)",0,0,Unspecified,4775399,Station Wagon/Sport Utility Vehicle,2024-11-29 14:00:00,14,4,11
QUEENS,11101.0,40.75241,-73.92171,"(40.75241, -73.92171)",0,0,Brakes Defective,4775170,Sedan,2024-11-29 13:40:00,13,4,11
QUEENS,11418.0,40.69936,-73.845024,"(40.69936, -73.845024)",0,0,Passing Too Closely,4775485,Sedan,2024-11-29 13:55:00,13,4,11
QUEENS,11412.0,40.7001,-73.75152,"(40.7001, -73.75152)",0,0,Passing Too Closely,4774960,Sedan,2024-11-29 11:00:00,11,4,11
QUEENS,11373.0,40.74116,-73.882706,"(40.74116, -73.882706)",0,0,Driver Inattention/Distraction,4775820,Sedan,2024-11-29 12:14:00,12,4,11
QUEENS,11412.0,40.691986,-73.74964,"(40.691986, -73.74964)",0,0,Backing Unsafely,4775952,Sedan,2024-11-29 18:50:00,18,4,11
QUEENS,11369.0,0.0,0.0,"(0.0, 0.0)",0,0,Unspecified,4776015,Sedan,2024-11-29 10:00:00,10,4,11
QUEENS,11102.0,40.769924,-73.92323,"(40.769924, -73.92323)",0,0,Driver Inattention/Distraction,4776091,Station Wagon/Sport Utility Vehicle,2024-11-29 10:30:00,10,4,11
QUEENS,11105.0,40.775043,-73.9063,"(40.775043, -73.9063)",0,0,Driver Inattention/Distraction,4776187,Sedan,2024-11-29 02:30:00,2,4,11
QUEENS,11385.0,40.699715,-73.9088,"(40.699715, -73.9088)",1,0,Unspecified,4776233,Sedan,2024-11-29 16:25:00,16,4,11
QUEENS,11432.0,40.708622,-73.793945,"(40.708622, -73.793945)",1,0,Driver Inattention/Distraction,4776123,Sedan,2024-11-29 17:03:00,17,4,11
QUEENS,11103.0,40.758457,-73.9196,"(40.758457, -73.9196)",1,0,Turning Improperly,4776795,Sedan,2024-11-29 11:00:00,11,4,11
QUEENS,11357.0,40.77968,-73.81702,"(40.77968, -73.81702)",0,0,Alcohol Involvement,4776630,Station Wagon/Sport Utility Vehicle,2024-11-29 21:02:00,21,4,11
QUEENS,11432.0,40.707714,-73.80279,"(40.707714, -73.80279)",0,0,Driver Inattention/Distraction,4776870,Van,2024-11-29 18:15:00,18,4,11
QUEENS,11372.0,40.750843,-73.882484,"(40.750843, -73.882484)",0,0,Driver Inattention/Distraction,4777043,Taxi,2024-11-29 04:15:00,4,4,11
QUEENS,11411.0,40.69151,-73.72989,"(40.69151, -73.72989)",2,0,Driver Inattention/Distraction,4776643,Station Wagon/Sport Utility Vehicle,2024-11-29 16:10:00,16,4,11
QUEENS,11433.0,40.69795,-73.789215,"(40.69795, -73.789215)",1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4775538,Sedan,2024-11-30 19:00:00,19,5,11
QUEENS,11428.0,40.71659,-73.74292,"(40.71659, -73.74292)",1,0,Following Too Closely,4775080,Sedan,2024-11-30 21:45:00,21,5,11
QUEENS,11411.0,40.69249,-73.73521,"(40.69249, -73.73521)",0,0,Unspecified,4775091,Sedan,2024-11-30 07:24:00,7,5,11
QUEENS,11354.0,40.768936,-73.83433,"(40.768936, -73.83433)",0,0,Backing Unsafely,4775554,Sedan,2024-11-30 13:00:00,13,5,11
QUEENS,11420.0,40.670372,-73.81993,"(40.670372, -73.81993)",0,0,Passing or Lane Usage Improper,4775495,Sedan,2024-11-30 12:52:00,12,5,11
QUEENS,11435.0,40.69509,-73.80291,"(40.69509, -73.80291)",1,0,View Obstructed/Limited,4775502,Station Wagon/Sport Utility Vehicle,2024-11-30 13:31:00,13,5,11
QUEENS,11354.0,40.7655,-73.81592,"(40.7655, -73.81592)",1,0,Failure to Yield Right-of-Way,4775087,Station Wagon/Sport Utility Vehicle,2024-11-30 12:39:00,12,5,11
QUEENS,11370.0,40.762062,-73.89603,"(40.762062, -73.89603)",1,0,Glare,4775674,Station Wagon/Sport Utility Vehicle,2024-11-30 08:36:00,8,5,11
QUEENS,11434.0,40.678364,-73.77948,"(40.678364, -73.77948)",3,0,Alcohol Involvement,4775038,Sedan,2024-11-30 00:24:00,0,5,11
QUEENS,11375.0,40.72697,-73.853745,"(40.72697, -73.853745)",1,0,Driver Inexperience,4775045,Sedan,2024-11-30 09:27:00,9,5,11
QUEENS,11418.0,40.69461,-73.829056,"(40.69461, -73.829056)",0,0,Passing or Lane Usage Improper,4775497,Station Wagon/Sport Utility Vehicle,2024-11-30 22:00:00,22,5,11
QUEENS,11104.0,40.741585,-73.92281,"(40.741585, -73.92281)",0,0,Driver Inattention/Distraction,4775579,Sedan,2024-11-30 12:40:00,12,5,11
QUEENS,11367.0,40.723904,-73.82065,"(40.723904, -73.82065)",1,0,Unspecified,4775027,E-Scooter,2024-11-30 07:41:00,7,5,11
QUEENS,11385.0,40.711403,-73.91675,"(40.711403, -73.91675)",0,0,Driver Inattention/Distraction,4775543,Station Wagon/Sport Utility Vehicle,2024-11-30 02:12:00,2,5,11
QUEENS,11420.0,40.664917,-73.82263,"(40.664917, -73.82263)",0,0,Passing or Lane Usage Improper,4775504,Station Wagon/Sport Utility Vehicle,2024-11-30 15:20:00,15,5,11
QUEENS,11423.0,40.710625,-73.76777,"(40.710625, -73.76777)",2,0,Unsafe Speed,4775521,Sedan,2024-11-30 06:00:00,6,5,11
QUEENS,11428.0,40.716877,-73.7417,"(40.716877, -73.7417)",0,0,Unsafe Speed,4775094,Sedan,2024-11-30 18:55:00,18,5,11
QUEENS,11432.0,40.718674,-73.79126,"(40.718674, -73.79126)",0,0,Unspecified,4775040,Sedan,2024-11-30 13:08:00,13,5,11
QUEENS,11385.0,40.712357,-73.904816,"(40.712357, -73.904816)",0,0,Driver Inattention/Distraction,4775536,Sedan,2024-11-30 08:30:00,8,5,11
QUEENS,11354.0,40.75895,-73.83191,"(40.75895, -73.83191)",0,0,Unspecified,4775084,Station Wagon/Sport Utility Vehicle,2024-11-30 09:30:00,9,5,11
QUEENS,11377.0,40.742275,-73.91104,"(40.742275, -73.91104)",1,0,Driver Inattention/Distraction,4775076,Taxi,2024-11-30 00:45:00,0,5,11
QUEENS,11426.0,40.73394,-73.724045,"(40.73394, -73.724045)",0,0,Driver Inattention/Distraction,4775093,Station Wagon/Sport Utility Vehicle,2024-11-30 17:14:00,17,5,11
QUEENS,11355.0,40.747246,-73.83106,"(40.747246, -73.83106)",0,0,Driver Inattention/Distraction,4775558,Sedan,2024-11-30 07:00:00,7,5,11
QUEENS,11432.0,40.706635,-73.80659,"(40.706635, -73.80659)",1,0,Driver Inattention/Distraction,4775054,Sedan,2024-11-30 18:00:00,18,5,11
QUEENS,11435.0,40.698463,-73.808205,"(40.698463, -73.808205)",1,0,Driver Inattention/Distraction,4775537,Sedan,2024-11-30 04:42:00,4,5,11
QUEENS,11373.0,40.74219,-73.869545,"(40.74219, -73.869545)",1,0,Driver Inattention/Distraction,4775566,Station Wagon/Sport Utility Vehicle,2024-11-30 21:30:00,21,5,11
QUEENS,11694.0,40.578106,-73.8482,"(40.578106, -73.8482)",2,0,Glare,4775847,Sedan,2024-11-30 03:07:00,3,5,11
QUEENS,11692.0,40.59693,-73.797585,"(40.59693, -73.797585)",0,0,Driver Inattention/Distraction,4775844,PICK UP,2024-11-30 09:50:00,9,5,11
QUEENS,11040.0,40.752148,-73.70298,"(40.752148, -73.70298)",0,0,Driver Inattention/Distraction,4775934,Sedan,2024-11-30 22:30:00,22,5,11
QUEENS,11694.0,0.0,0.0,"(0.0, 0.0)",0,0,Passing Too Closely,4775848,Station Wagon/Sport Utility Vehicle,2024-11-30 17:45:00,17,5,11
QUEENS,11358.0,40.75746,-73.79354,"(40.75746, -73.79354)",0,0,Driver Inattention/Distraction,4776332,Sedan,2024-11-30 00:42:00,0,5,11
QUEENS,11354.0,40.765335,-73.82335,"(40.765335, -73.82335)",0,0,Following Too Closely,4776331,Station Wagon/Sport Utility Vehicle,2024-11-30 15:25:00,15,5,11
QUEENS,11373.0,40.747105,-73.88654,"(40.747105, -73.88654)",0,0,Turning Improperly,4775567,Sedan,2024-12-01 09:06:00,9,6,12
QUEENS,11362.0,40.755302,-73.73827,"(40.755302, -73.73827)",0,0,Backing Unsafely,4775275,Sedan,2024-12-01 12:50:00,12,6,12
QUEENS,11368.0,40.753918,-73.87092,"(40.753918, -73.87092)",0,0,Backing Unsafely,4775695,Station Wagon/Sport Utility Vehicle,2024-12-01 23:00:00,23,6,12
QUEENS,11368.0,40.75089,-73.85249,"(40.75089, -73.85249)",0,0,Driver Inattention/Distraction,4775821,Station Wagon/Sport Utility Vehicle,2024-12-01 05:30:00,5,6,12
QUEENS,11103.0,40.758976,-73.919,"(40.758976, -73.919)",1,0,Traffic Control Disregarded,4775171,Station Wagon/Sport Utility Vehicle,2024-12-01 00:40:00,0,6,12
QUEENS,11419.0,40.682243,-73.82221,"(40.682243, -73.82221)",0,0,Driver Inattention/Distraction,4775517,Station Wagon/Sport Utility Vehicle,2024-12-01 04:00:00,4,6,12
QUEENS,11422.0,40.636116,-73.740295,"(40.636116, -73.740295)",1,0,Unspecified,4775424,Station Wagon/Sport Utility Vehicle,2024-12-01 18:15:00,18,6,12
QUEENS,11418.0,40.695385,-73.82889,"(40.695385, -73.82889)",0,0,Other Vehicular,4775483,Sedan,2024-12-01 00:00:00,0,6,12
QUEENS,11373.0,40.734226,-73.87683,"(40.734226, -73.87683)",0,0,Unsafe Speed,4775907,Taxi,2024-12-01 03:12:00,3,6,12
QUEENS,11436.0,40.685154,-73.798515,"(40.685154, -73.798515)",0,0,Unspecified,4775519,Sedan,2024-12-01 05:00:00,5,6,12
QUEENS,11378.0,40.722294,-73.904655,"(40.722294, -73.904655)",0,0,Passing Too Closely,4775544,Station Wagon/Sport Utility Vehicle,2024-12-01 01:40:00,1,6,12
QUEENS,11105.0,40.772335,-73.905334,"(40.772335, -73.905334)",0,0,Driver Inattention/Distraction,4775172,Station Wagon/Sport Utility Vehicle,2024-12-01 01:42:00,1,6,12
QUEENS,11373.0,40.733498,-73.87037,"(40.733498, -73.87037)",0,0,Pavement Slippery,4775568,Station Wagon/Sport Utility Vehicle,2024-12-01 22:01:00,22,6,12
QUEENS,11355.0,40.75456,-73.827736,"(40.75456, -73.827736)",0,0,Alcohol Involvement,4775556,Station Wagon/Sport Utility Vehicle,2024-12-01 22:29:00,22,6,12
QUEENS,11417.0,40.684498,-73.83718,"(40.684498, -73.83718)",0,0,Traffic Control Disregarded,4775486,Sedan,2024-12-01 07:10:00,7,6,12
QUEENS,11694.0,40.585,-73.82621,"(40.585, -73.82621)",0,0,Driver Inattention/Distraction,4775851,Station Wagon/Sport Utility Vehicle,2024-12-01 04:16:00,4,6,12
QUEENS,11101.0,0.0,0.0,"(0.0, 0.0)",1,0,Driver Inattention/Distraction,4775583,Motorcycle,2024-12-01 12:48:00,12,6,12
QUEENS,11436.0,40.6672,-73.78966,"(40.6672, -73.78966)",1,0,Brakes Defective,4775950,Bus,2024-12-01 17:22:00,17,6,12
QUEENS,11385.0,40.704018,-73.89795,"(40.704018, -73.89795)",0,0,Unsafe Speed,4775838,Station Wagon/Sport Utility Vehicle,2024-12-01 11:00:00,11,6,12
QUEENS,11373.0,40.74524,-73.869286,"(40.74524, -73.869286)",0,0,Alcohol Involvement,4775570,Station Wagon/Sport Utility Vehicle,2024-12-01 01:45:00,1,6,12
QUEENS,11375.0,40.721455,-73.84398,"(40.721455, -73.84398)",0,0,Driver Inattention/Distraction,4775590,Chassis Cab,2024-12-01 07:50:00,7,6,12
QUEENS,11434.0,40.68121,-73.772995,"(40.68121, -73.772995)",1,0,Driver Inattention/Distraction,4775430,Station Wagon/Sport Utility Vehicle,2024-12-01 19:23:00,19,6,12
QUEENS,11106.0,40.76329,-73.92159,"(40.76329, -73.92159)",0,0,Driver Inattention/Distraction,4775942,Station Wagon/Sport Utility Vehicle,2024-12-01 14:00:00,14,6,12
QUEENS,11428.0,40.723198,-73.733574,"(40.723198, -73.733574)",1,0,Driver Inattention/Distraction,4775415,Sedan,2024-12-01 18:06:00,18,6,12
QUEENS,11356.0,40.786407,-73.8409,"(40.786407, -73.8409)",0,0,Driver Inattention/Distraction,4775553,Station Wagon/Sport Utility Vehicle,2024-12-01 08:10:00,8,6,12
QUEENS,11364.0,40.743515,-73.755,"(40.743515, -73.755)",0,0,Unspecified,4775271,Station Wagon/Sport Utility Vehicle,2024-12-01 10:35:00,10,6,12
QUEENS,11432.0,40.709984,-73.79538,"(40.709984, -73.79538)",1,0,Unspecified,4775377,Sedan,2024-12-01 12:01:00,12,6,12
QUEENS,11372.0,40.74744,-73.88579,"(40.74744, -73.88579)",0,0,Driver Inattention/Distraction,4775256,Sedan,2024-12-01 04:05:00,4,6,12
QUEENS,11421.0,40.685413,-73.863304,"(40.685413, -73.863304)",0,0,Unspecified,4775509,Station Wagon/Sport Utility Vehicle,2024-12-01 00:00:00,0,6,12
QUEENS,11101.0,40.75475,-73.936775,"(40.75475, -73.936775)",1,0,Failure to Yield Right-of-Way,4775228,E-Bike,2024-12-01 10:15:00,10,6,12
QUEENS,11418.0,40.698692,-73.83407,"(40.698692, -73.83407)",4,0,Alcohol Involvement,4775526,Van,2024-12-01 06:00:00,6,6,12
QUEENS,11691.0,40.59787,-73.74455,"(40.59787, -73.74455)",0,0,Driver Inattention/Distraction,4775285,Station Wagon/Sport Utility Vehicle,2024-12-01 10:05:00,10,6,12
QUEENS,11432.0,40.71294,-73.78262,"(40.71294, -73.78262)",1,0,Unsafe Speed,4775166,Sedan,2024-12-01 08:00:00,8,6,12
QUEENS,11427.0,40.72623,-73.75671,"(40.72623, -73.75671)",2,0,Unsafe Speed,4775270,Station Wagon/Sport Utility Vehicle,2024-12-01 11:27:00,11,6,12
QUEENS,11368.0,40.735443,-73.86132,"(40.735443, -73.86132)",0,0,Driver Inexperience,4775565,Sedan,2024-12-01 07:45:00,7,6,12
QUEENS,11375.0,40.716194,-73.84451,"(40.716194, -73.84451)",0,0,Driver Inattention/Distraction,4776353,Sedan,2024-12-01 14:20:00,14,6,12
QUEENS,11430.0,40.666275,-73.80026,"(40.666275, -73.80026)",1,0,Following Too Closely,4776247,Station Wagon/Sport Utility Vehicle,2024-12-01 06:38:00,6,6,12
QUEENS,11434.0,40.673008,-73.788086,"(40.673008, -73.788086)",0,0,Driver Inattention/Distraction,4776246,Station Wagon/Sport Utility Vehicle,2024-12-01 00:15:00,0,6,12
QUEENS,11422.0,40.665348,-73.72985,"(40.665348, -73.72985)",0,0,Driver Inattention/Distraction,4776881,Station Wagon/Sport Utility Vehicle,2024-12-01 04:00:00,4,6,12
QUEENS,11413.0,40.67767,-73.740654,"(40.67767, -73.740654)",0,0,Unspecified,4776759,Pick-up Truck,2024-12-01 07:00:00,7,6,12
QUEENS,11429.0,40.710144,-73.73751,"(40.710144, -73.73751)",1,0,Driver Inattention/Distraction,4776876,Station Wagon/Sport Utility Vehicle,2024-12-01 19:53:00,19,6,12
QUEENS,11374.0,40.731625,-73.8566,"(40.731625, -73.8566)",0,0,Unspecified,4777377,Station Wagon/Sport Utility Vehicle,2024-12-01 17:00:00,17,6,12
QUEENS,11385.0,40.700523,-73.88361,"(40.700523, -73.88361)",0,0,Unspecified,4776363,Sedan,2024-12-02 15:36:00,15,0,12
QUEENS,11435.0,40.70058,-73.80774,"(40.70058, -73.80774)",1,0,Failure to Yield Right-of-Way,4775869,Taxi,2024-12-02 13:30:00,13,0,12
QUEENS,11365.0,40.744064,-73.781494,"(40.744064, -73.781494)",0,0,Driver Inattention/Distraction,4775436,Sedan,2024-12-02 01:05:00,1,0,12
QUEENS,11369.0,40.770317,-73.87078,"(40.770317, -73.87078)",1,0,Unspecified,4775912,Sedan,2024-12-02 16:49:00,16,0,12
QUEENS,11418.0,40.70224,-73.81964,"(40.70224, -73.81964)",1,0,Driver Inattention/Distraction,4775780,Sedan,2024-12-02 14:50:00,14,0,12
QUEENS,11105.0,40.778664,-73.909454,"(40.778664, -73.909454)",0,0,Unspecified,4776089,Station Wagon/Sport Utility Vehicle,2024-12-02 14:00:00,14,0,12
QUEENS,11362.0,40.75575,-73.73676,"(40.75575, -73.73676)",0,0,Unspecified,4775750,Sedan,2024-12-02 08:50:00,8,0,12
QUEENS,11413.0,40.680202,-73.7541,"(40.680202, -73.7541)",1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4775932,Station Wagon/Sport Utility Vehicle,2024-12-02 16:51:00,16,0,12
QUEENS,11105.0,40.769047,-73.90627,"(40.769047, -73.90627)",0,0,Driver Inattention/Distraction,4776196,Sedan,2024-12-02 14:57:00,14,0,12
QUEENS,11377.0,40.7444,-73.90702,"(40.7444, -73.90702)",0,0,Driver Inattention/Distraction,4775698,Station Wagon/Sport Utility Vehicle,2024-12-02 11:12:00,11,0,12
QUEENS,11105.0,40.774643,-73.908356,"(40.774643, -73.908356)",0,0,Unspecified,4776086,Station Wagon/Sport Utility Vehicle,2024-12-02 20:51:00,20,0,12
QUEENS,11427.0,40.723667,-73.75543,"(40.723667, -73.75543)",1,0,Unspecified,4775717,Station Wagon/Sport Utility Vehicle,2024-12-02 14:40:00,14,0,12
QUEENS,11375.0,40.71614,-73.83357,"(40.71614, -73.83357)",1,0,Pavement Slippery,4775877,Moped,2024-12-02 16:31:00,16,0,12
QUEENS,11373.0,40.73675,-73.87767,"(40.73675, -73.87767)",1,0,Driver Inattention/Distraction,4775824,Sedan,2024-12-02 09:30:00,9,0,12
QUEENS,11421.0,40.691612,-73.85766,"(40.691612, -73.85766)",0,0,Passing Too Closely,4775637,Station Wagon/Sport Utility Vehicle,2024-12-02 09:20:00,9,0,12
QUEENS,11411.0,40.689404,-73.727104,"(40.689404, -73.727104)",1,0,Following Too Closely,4775716,Sedan,2024-12-02 10:46:00,10,0,12
QUEENS,11385.0,40.704376,-73.91223,"(40.704376, -73.91223)",0,0,Unspecified,4775836,Convertible,2024-12-02 02:43:00,2,0,12
QUEENS,11101.0,40.752937,-73.922035,"(40.752937, -73.922035)",1,0,Passing or Lane Usage Improper,4776197,E-Bike,2024-12-02 17:48:00,17,0,12
QUEENS,11355.0,40.75767,-73.827736,"(40.75767, -73.827736)",1,0,Driver Inattention/Distraction,4775790,Sedan,2024-12-02 06:59:00,6,0,12
QUEENS,11101.0,40.74198,-73.94642,"(40.74198, -73.94642)",0,0,Driver Inattention/Distraction,4775648,Box Truck,2024-12-02 08:20:00,8,0,12
QUEENS,11004.0,40.73616,-73.7137,"(40.73616, -73.7137)",0,0,Turning Improperly,4775939,Convertible,2024-12-02 18:32:00,18,0,12
QUEENS,11417.0,40.682266,-73.84513,"(40.682266, -73.84513)",4,0,Turning Improperly,4775525,Sedan,2024-12-02 00:31:00,0,0,12
QUEENS,11433.0,40.695496,-73.783936,"(40.695496, -73.783936)",0,0,Passing Too Closely,4775734,Sedan,2024-12-02 13:10:00,13,0,12
QUEENS,11420.0,40.667683,-73.81673,"(40.667683, -73.81673)",0,0,Driver Inattention/Distraction,4776066,Sedan,2024-12-02 16:00:00,16,0,12
QUEENS,11691.0,40.60657,-73.755745,"(40.60657, -73.755745)",0,0,Turning Improperly,4775752,Sedan,2024-12-02 19:30:00,19,0,12
QUEENS,11423.0,40.71388,-73.75404,"(40.71388, -73.75404)",2,0,Unspecified,4775715,Sedan,2024-12-02 08:10:00,8,0,12
QUEENS,11377.0,40.742455,-73.90312,"(40.742455, -73.90312)",0,0,Driver Inattention/Distraction,4775826,Sedan,2024-12-02 12:00:00,12,0,12
QUEENS,11691.0,40.595024,-73.76851,"(40.595024, -73.76851)",1,0,Unspecified,4775640,Station Wagon/Sport Utility Vehicle,2024-12-02 07:30:00,7,0,12
QUEENS,11375.0,40.720566,-73.845894,"(40.720566, -73.845894)",0,0,Driver Inattention/Distraction,4775854,Sedan,2024-12-02 15:15:00,15,0,12
QUEENS,11354.0,40.76275,-73.83328,"(40.76275, -73.83328)",0,0,Unspecified,4775791,Pallet,2024-12-02 10:20:00,10,0,12
QUEENS,11102.0,40.77265,-73.924545,"(40.77265, -73.924545)",0,0,Other Vehicular,4775947,Sedan,2024-12-02 21:00:00,21,0,12
QUEENS,11355.0,40.7568,-73.8159,"(40.7568, -73.8159)",0,0,Driver Inattention/Distraction,4776130,Sedan,2024-12-02 08:20:00,8,0,12
QUEENS,11434.0,40.667084,-73.78697,"(40.667084, -73.78697)",0,0,Failure to Yield Right-of-Way,4775930,Station Wagon/Sport Utility Vehicle,2024-12-02 06:45:00,6,0,12
QUEENS,11368.0,40.75773,-73.859055,"(40.75773, -73.859055)",1,0,Following Too Closely,4776019,Station Wagon/Sport Utility Vehicle,2024-12-02 18:45:00,18,0,12
QUEENS,11357.0,40.790733,-73.81456,"(40.790733, -73.81456)",0,0,Driver Inattention/Distraction,4775788,Sedan,2024-12-02 21:43:00,21,0,12
QUEENS,11377.0,40.740894,-73.899605,"(40.740894, -73.899605)",0,0,Unsafe Speed,4776082,Sedan,2024-12-02 01:00:00,1,0,12
QUEENS,11358.0,40.76213,-73.80374,"(40.76213, -73.80374)",3,0,Failure to Yield Right-of-Way,4775792,Sedan,2024-12-02 20:00:00,20,0,12
QUEENS,11413.0,40.667088,-73.752205,"(40.667088, -73.752205)",0,0,Driver Inattention/Distraction,4775937,Station Wagon/Sport Utility Vehicle,2024-12-02 18:06:00,18,0,12
QUEENS,11378.0,40.724144,-73.90614,"(40.724144, -73.90614)",0,0,Unspecified,4775662,Sedan,2024-12-02 07:15:00,7,0,12
QUEENS,11420.0,40.673855,-73.807236,"(40.673855, -73.807236)",0,0,Passing or Lane Usage Improper,4776321,Sedan,2024-12-02 20:20:00,20,0,12
QUEENS,11373.0,40.738903,-73.87648,"(40.738903, -73.87648)",0,0,Unspecified,4775827,Sedan,2024-12-02 15:02:00,15,0,12
QUEENS,11377.0,40.733826,-73.910355,"(40.733826, -73.910355)",0,0,Driver Inattention/Distraction,4775714,Station Wagon/Sport Utility Vehicle,2024-12-02 14:15:00,14,0,12
QUEENS,11418.0,40.70026,-73.833084,"(40.70026, -73.833084)",1,0,Alcohol Involvement,4775782,Station Wagon/Sport Utility Vehicle,2024-12-02 16:50:00,16,0,12
