BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1,CRASH_DATETIME,hour,day,month
QUEENS,11416.0,40.68592,-73.846924,"(40.68592, -73.846924)",0,0,Unspecified,4691952,Sedan,2024-01-01 06:00:00,6,0,1
QUEENS,11434.0,40.672382,-73.78574,"(40.672382, -73.78574)",1,0,Unsafe Speed,4691606,E-Scooter,2024-01-01 05:57:00,5,0,1
QUEENS,11378.0,40.73225,-73.92452,"(40.73225, -73.92452)",0,0,Failure to Yield Right-of-Way,4692223,Station Wagon/Sport Utility Vehicle,2024-01-01 15:38:00,15,0,1
QUEENS,11434.0,40.67897,-73.75985,"(40.67897, -73.75985)",0,0,Unsafe Speed,4691645,Sedan,2024-01-01 06:10:00,6,0,1
QUEENS,11378.0,40.722267,-73.90134,"(40.722267, -73.90134)",0,0,Unsafe Speed,4691680,Station Wagon/Sport Utility Vehicle,2024-01-01 02:27:00,2,0,1
QUEENS,11417.0,40.679283,-73.83263,"(40.679283, -73.83263)",1,0,Traffic Control Disregarded,4691840,Sedan,2024-01-01 10:15:00,10,0,1
QUEENS,11429.0,40.71204,-73.73646,"(40.71204, -73.73646)",2,0,Traffic Control Disregarded,4691697,Sedan,2024-01-01 00:58:00,0,0,1
QUEENS,11372.0,40.75595,-73.88165,"(40.75595, -73.88165)",0,0,Driver Inattention/Distraction,4691740,Sedan,2024-01-01 01:30:00,1,0,1
QUEENS,11355.0,40.757523,-73.82914,"(40.757523, -73.82914)",1,0,Unspecified,4691934,Sedan,2024-01-01 14:22:00,14,0,1
QUEENS,11434.0,40.690342,-73.78243,"(40.690342, -73.78243)",1,0,Unsafe Speed,4692165,Sedan,2024-01-01 00:00:00,0,0,1
QUEENS,11367.0,40.72784,-73.83284,"(40.72784, -73.83284)",1,0,Unspecified,4691954,Station Wagon/Sport Utility Vehicle,2024-01-01 16:01:00,16,0,1
QUEENS,11369.0,40.770317,-73.87079,"(40.770317, -73.87079)",2,0,Driver Inattention/Distraction,4691741,Station Wagon/Sport Utility Vehicle,2024-01-01 03:50:00,3,0,1
QUEENS,11356.0,40.7925,-73.84077,"(40.7925, -73.84077)",0,0,Backing Unsafely,4691941,Station Wagon/Sport Utility Vehicle,2024-01-01 20:30:00,20,0,1
QUEENS,11354.0,40.767754,-73.83193,"(40.767754, -73.83193)",0,0,Alcohol Involvement,4692303,Station Wagon/Sport Utility Vehicle,2024-01-01 04:50:00,4,0,1
QUEENS,11694.0,40.581184,-73.825096,"(40.581184, -73.825096)",0,0,Alcohol Involvement,4692042,Sedan,2024-01-01 21:02:00,21,0,1
QUEENS,11420.0,40.679108,-73.81057,"(40.679108, -73.81057)",1,0,Unsafe Speed,4692132,Sedan,2024-01-01 21:30:00,21,0,1
QUEENS,11412.0,40.697052,-73.75734,"(40.697052, -73.75734)",0,0,Driver Inattention/Distraction,4692201,Station Wagon/Sport Utility Vehicle,2024-01-01 07:45:00,7,0,1
QUEENS,11354.0,40.76947,-73.84397,"(40.76947, -73.84397)",2,0,Other Vehicular,4691682,Sedan,2024-01-01 04:30:00,4,0,1
QUEENS,11375.0,40.72218,-73.84406,"(40.72218, -73.84406)",0,0,Unspecified,4691919,Sedan,2024-01-01 14:30:00,14,0,1
QUEENS,11385.0,40.702328,-73.90441,"(40.702328, -73.90441)",1,0,Aggressive Driving/Road Rage,4691892,Sedan,2024-01-01 03:30:00,3,0,1
QUEENS,11368.0,40.741104,-73.85382,"(40.741104, -73.85382)",1,0,Unspecified,4691959,E-Scooter,2024-01-01 16:31:00,16,0,1
QUEENS,11691.0,40.59512,-73.751595,"(40.59512, -73.751595)",0,0,Unspecified,4692099,Station Wagon/Sport Utility Vehicle,2024-01-01 12:05:00,12,0,1
QUEENS,11378.0,40.729084,-73.93104,"(40.729084, -73.93104)",0,0,Driver Inexperience,4691872,Sedan,2024-01-01 04:25:00,4,0,1
QUEENS,11373.0,40.746,-73.869354,"(40.746, -73.869354)",0,0,Alcohol Involvement,4691999,Station Wagon/Sport Utility Vehicle,2024-01-01 08:46:00,8,0,1
QUEENS,11358.0,40.75406,-73.808624,"(40.75406, -73.808624)",1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4691938,Sedan,2024-01-01 16:44:00,16,0,1
QUEENS,11435.0,40.70807,-73.80999,"(40.70807, -73.80999)",1,0,Lost Consciousness,4691832,Sedan,2024-01-01 22:45:00,22,0,1
QUEENS,11104.0,40.747105,-73.92266,"(40.747105, -73.92266)",1,0,Unspecified,4691877,E-Bike,2024-01-01 14:25:00,14,0,1
QUEENS,11385.0,40.704594,-73.90826,"(40.704594, -73.90826)",2,0,Unspecified,4692305,Sedan,2024-01-01 10:09:00,10,0,1
QUEENS,11101.0,40.749924,-73.935905,"(40.749924, -73.935905)",0,0,Following Too Closely,4692153,Sedan,2024-01-01 04:40:00,4,0,1
QUEENS,11434.0,40.68628,-73.77701,"(40.68628, -73.77701)",0,0,Unspecified,4692761,Sedan,2024-01-01 01:41:00,1,0,1
QUEENS,11414.0,40.65358,-73.83851,"(40.65358, -73.83851)",1,0,Passing or Lane Usage Improper,4692474,Sedan,2024-01-01 05:06:00,5,0,1
QUEENS,11368.0,40.73812,-73.86092,"(40.73812, -73.86092)",0,0,Unsafe Lane Changing,4692567,Sedan,2024-01-01 12:30:00,12,0,1
QUEENS,11373.0,40.74664,-73.891396,"(40.74664, -73.891396)",0,0,Driver Inattention/Distraction,4692645,Station Wagon/Sport Utility Vehicle,2024-01-01 20:08:00,20,0,1
QUEENS,11434.0,40.66696,-73.77078,"(40.66696, -73.77078)",1,0,Driver Inattention/Distraction,4692534,Sedan,2024-01-01 08:30:00,8,0,1
QUEENS,11105.0,40.780785,-73.90782,"(40.780785, -73.90782)",0,0,Driver Inattention/Distraction,4692561,Station Wagon/Sport Utility Vehicle,2024-01-01 15:09:00,15,0,1
QUEENS,11105.0,40.77474,-73.914276,"(40.77474, -73.914276)",0,0,Passing Too Closely,4692979,Sedan,2024-01-01 13:59:00,13,0,1
QUEENS,11385.0,40.701645,-73.91168,"(40.701645, -73.91168)",1,0,Driver Inexperience,4693359,Sedan,2024-01-01 06:49:00,6,0,1
QUEENS,11434.0,40.67159,-73.77981,"(40.67159, -73.77981)",0,0,Unspecified,4692952,Station Wagon/Sport Utility Vehicle,2024-01-01 02:15:00,2,0,1
QUEENS,11411.0,40.698475,-73.7384,"(40.698475, -73.7384)",0,0,Traffic Control Disregarded,4693215,Station Wagon/Sport Utility Vehicle,2024-01-01 15:35:00,15,0,1
QUEENS,11436.0,40.668156,-73.79726,"(40.668156, -73.79726)",0,0,Driver Inattention/Distraction,4693004,Sedan,2024-01-01 18:00:00,18,0,1
QUEENS,11412.0,40.697052,-73.75734,"(40.697052, -73.75734)",0,0,Unspecified,4693882,Sedan,2024-01-01 08:20:00,8,0,1
QUEENS,11101.0,40.74355,-73.958405,"(40.74355, -73.958405)",0,0,Driver Inattention/Distraction,4693914,Sedan,2024-01-01 00:00:00,0,0,1
QUEENS,11103.0,40.757652,-73.91989,"(40.757652, -73.91989)",0,0,Passing or Lane Usage Improper,4783287,Sedan,2024-01-01 04:30:00,4,0,1
QUEENS,11374.0,40.732582,-73.86806,"(40.732582, -73.86806)",1,0,Failure to Yield Right-of-Way,4691918,Sedan,2024-01-02 06:02:00,6,1,1
QUEENS,11362.0,40.751297,-73.73986,"(40.751297, -73.73986)",0,0,Passing or Lane Usage Improper,4692414,Station Wagon/Sport Utility Vehicle,2024-01-02 12:45:00,12,1,1
QUEENS,11373.0,40.74623,-73.89037,"(40.74623, -73.89037)",0,0,Passing Too Closely,4692114,Bus,2024-01-02 18:05:00,18,1,1
QUEENS,11417.0,40.674557,-73.859604,"(40.674557, -73.859604)",1,0,Following Too Closely,4692137,Sedan,2024-01-02 15:00:00,15,1,1
QUEENS,11374.0,40.731144,-73.86937,"(40.731144, -73.86937)",1,0,Alcohol Involvement,4692240,Sedan,2024-01-02 17:39:00,17,1,1
QUEENS,11434.0,40.664017,-73.7686,"(40.664017, -73.7686)",1,0,Unspecified,4692670,Station Wagon/Sport Utility Vehicle,2024-01-02 20:34:00,20,1,1
QUEENS,11378.0,40.726696,-73.92293,"(40.726696, -73.92293)",0,0,Pavement Slippery,4692172,Station Wagon/Sport Utility Vehicle,2024-01-02 06:24:00,6,1,1
QUEENS,11385.0,40.70059,-73.89696,"(40.70059, -73.89696)",0,0,Unspecified,4692547,Station Wagon/Sport Utility Vehicle,2024-01-02 21:20:00,21,1,1
QUEENS,11356.0,40.7856,-73.83936,"(40.7856, -73.83936)",0,0,Passing Too Closely,4692518,Sedan,2024-01-02 22:30:00,22,1,1
QUEENS,11366.0,40.73508,-73.7769,"(40.73508, -73.7769)",0,0,Driver Inattention/Distraction,4692125,Station Wagon/Sport Utility Vehicle,2024-01-02 22:30:00,22,1,1
QUEENS,11434.0,40.666695,-73.767136,"(40.666695, -73.767136)",0,0,Passing or Lane Usage Improper,4692315,Station Wagon/Sport Utility Vehicle,2024-01-02 13:45:00,13,1,1
QUEENS,11385.0,40.703663,-73.90152,"(40.703663, -73.90152)",0,0,Following Too Closely,4692546,Station Wagon/Sport Utility Vehicle,2024-01-02 17:30:00,17,1,1
QUEENS,11101.0,40.75201,-73.93016,"(40.75201, -73.93016)",0,0,Driver Inattention/Distraction,4692152,Station Wagon/Sport Utility Vehicle,2024-01-02 22:00:00,22,1,1
QUEENS,11420.0,40.6759,-73.81205,"(40.6759, -73.81205)",0,0,Backing Unsafely,4692139,Sedan,2024-01-02 15:55:00,15,1,1
QUEENS,11104.0,40.743507,-73.92628,"(40.743507, -73.92628)",0,0,Passing Too Closely,4692166,Sedan,2024-01-02 15:30:00,15,1,1
QUEENS,11365.0,40.733074,-73.80467,"(40.733074, -73.80467)",0,0,Unspecified,4692119,Sedan,2024-01-02 21:55:00,21,1,1
QUEENS,11363.0,40.766075,-73.74514,"(40.766075, -73.74514)",0,0,Driver Inattention/Distraction,4692416,Sedan,2024-01-02 19:48:00,19,1,1
QUEENS,11419.0,40.68811,-73.819336,"(40.68811, -73.819336)",0,0,Driver Inattention/Distraction,4692476,Pick-up Truck,2024-01-02 06:25:00,6,1,1
QUEENS,11415.0,40.713463,-73.828995,"(40.713463, -73.828995)",0,0,Passing Too Closely,4691887,Sedan,2024-01-02 01:00:00,1,1,1
QUEENS,11368.0,40.741104,-73.85382,"(40.741104, -73.85382)",1,0,Unspecified,4692181,Sedan,2024-01-02 15:20:00,15,1,1
QUEENS,11691.0,40.603497,-73.74514,"(40.603497, -73.74514)",0,0,Unsafe Speed,4692378,Van,2024-01-02 23:26:00,23,1,1
QUEENS,11368.0,40.756287,-73.860725,"(40.756287, -73.860725)",1,0,Failure to Keep Right,4692010,Sedan,2024-01-02 08:30:00,8,1,1
QUEENS,11423.0,40.716423,-73.760376,"(40.716423, -73.760376)",0,0,Unspecified,4692739,Sedan,2024-01-02 18:00:00,18,1,1
QUEENS,11691.0,40.606804,-73.75956,"(40.606804, -73.75956)",0,0,Unspecified,4692391,Station Wagon/Sport Utility Vehicle,2024-01-02 13:09:00,13,1,1
QUEENS,11432.0,40.714035,-73.78281,"(40.714035, -73.78281)",1,0,Driver Inattention/Distraction,4692121,Station Wagon/Sport Utility Vehicle,2024-01-02 22:10:00,22,1,1
QUEENS,11101.0,40.737537,-73.929955,"(40.737537, -73.929955)",0,0,Unsafe Speed,4692490,Sedan,2024-01-02 19:55:00,19,1,1
QUEENS,11416.0,40.679432,-73.86308,"(40.679432, -73.86308)",0,0,Driver Inexperience,4692313,Sedan,2024-01-02 16:25:00,16,1,1
QUEENS,11377.0,40.743454,-73.91484,"(40.743454, -73.91484)",0,0,Driver Inattention/Distraction,4692167,Sedan,2024-01-02 22:30:00,22,1,1
QUEENS,11429.0,40.716145,-73.73118,"(40.716145, -73.73118)",1,0,Unspecified,4692217,Sedan,2024-01-02 23:57:00,23,1,1
QUEENS,11375.0,40.722622,-73.849144,"(40.722622, -73.849144)",0,0,Unspecified,4692237,Sedan,2024-01-02 11:11:00,11,1,1
QUEENS,11358.0,40.7555,-73.792725,"(40.7555, -73.792725)",0,0,Unspecified,4692415,Sedan,2024-01-02 17:15:00,17,1,1
QUEENS,11420.0,40.681522,-73.82473,"(40.681522, -73.82473)",1,0,Unspecified,4692134,Sedan,2024-01-02 05:05:00,5,1,1
QUEENS,11355.0,40.750706,-73.82322,"(40.750706, -73.82322)",1,0,Alcohol Involvement,4692522,Sedan,2024-01-02 22:00:00,22,1,1
QUEENS,11373.0,40.736885,-73.87506,"(40.736885, -73.87506)",0,0,Unspecified,4691997,Sedan,2024-01-02 06:15:00,6,1,1
QUEENS,11385.0,40.712757,-73.90225,"(40.712757, -73.90225)",1,0,Failure to Yield Right-of-Way,4692159,Station Wagon/Sport Utility Vehicle,2024-01-02 18:00:00,18,1,1
QUEENS,11103.0,40.764267,-73.9158,"(40.764267, -73.9158)",0,0,Following Too Closely,4692150,Sedan,2024-01-02 01:06:00,1,1,1
QUEENS,11101.0,40.750565,-73.95227,"(40.750565, -73.95227)",0,0,Obstruction/Debris,4692203,Pick-up Truck,2024-01-02 21:11:00,21,1,1
QUEENS,11433.0,40.703293,-73.7961,"(40.703293, -73.7961)",1,0,Unspecified,4693329,Sedan,2024-01-02 16:00:00,16,1,1
QUEENS,11369.0,40.75937,-73.861275,"(40.75937, -73.861275)",1,0,Following Too Closely,4692888,Station Wagon/Sport Utility Vehicle,2024-01-02 10:50:00,10,1,1
QUEENS,11106.0,40.764637,-73.93226,"(40.764637, -73.93226)",0,0,Driver Inattention/Distraction,4693310,Station Wagon/Sport Utility Vehicle,2024-01-02 20:30:00,20,1,1
QUEENS,11105.0,40.779728,-73.90631,"(40.779728, -73.90631)",0,0,Illnes,4692977,Station Wagon/Sport Utility Vehicle,2024-01-02 03:01:00,3,1,1
QUEENS,11432.0,40.70836,-73.78814,"(40.70836, -73.78814)",0,0,Driver Inattention/Distraction,4693340,Sedan,2024-01-02 08:20:00,8,1,1
QUEENS,11372.0,40.755264,-73.88817,"(40.755264, -73.88817)",0,0,Turning Improperly,4693028,Station Wagon/Sport Utility Vehicle,2024-01-02 15:45:00,15,1,1
QUEENS,11412.0,40.690212,-73.76338,"(40.690212, -73.76338)",3,0,Illnes,4692951,Station Wagon/Sport Utility Vehicle,2024-01-02 15:34:00,15,1,1
QUEENS,11372.0,40.753174,-73.87243,"(40.753174, -73.87243)",0,0,Driver Inattention/Distraction,4693433,Sedan,2024-01-02 17:00:00,17,1,1
QUEENS,11432.0,40.70742,-73.79716,"(40.70742, -73.79716)",0,0,Driver Inattention/Distraction,4693782,Sedan,2024-01-02 11:20:00,11,1,1
QUEENS,11385.0,40.70052,-73.89797,"(40.70052, -73.89797)",0,0,Passing Too Closely,4694013,FIRE TRUCK,2024-01-02 09:15:00,9,1,1
QUEENS,11385.0,40.698578,-73.893036,"(40.698578, -73.893036)",0,0,Passing Too Closely,4694101,Pallet,2024-01-02 13:51:00,13,1,1
QUEENS,11693.0,40.585983,-73.8166,"(40.585983, -73.8166)",2,0,Failure to Yield Right-of-Way,4693406,Ambulance,2024-01-03 12:45:00,12,2,1
QUEENS,11358.0,40.76213,-73.80375,"(40.76213, -73.80375)",1,0,Unspecified,4692512,Station Wagon/Sport Utility Vehicle,2024-01-03 10:55:00,10,2,1
QUEENS,11416.0,40.6872,-73.84245,"(40.6872, -73.84245)",1,0,Failure to Yield Right-of-Way,4692870,Station Wagon/Sport Utility Vehicle,2024-01-03 19:38:00,19,2,1
QUEENS,11691.0,40.605244,-73.75508,"(40.605244, -73.75508)",0,0,Unspecified,4692875,Sedan,2024-01-03 16:30:00,16,2,1
QUEENS,11370.0,40.76661,-73.88644,"(40.76661, -73.88644)",0,0,Following Too Closely,4692190,Sedan,2024-01-03 00:01:00,0,2,1
QUEENS,11101.0,40.756508,-73.937164,"(40.756508, -73.937164)",0,0,Pavement Slippery,4692230,Bus,2024-01-03 07:49:00,7,2,1
QUEENS,11369.0,40.75866,-73.876465,"(40.75866, -73.876465)",1,0,Failure to Yield Right-of-Way,4692399,Pick-up Truck,2024-01-03 17:58:00,17,2,1
QUEENS,11367.0,40.727985,-73.8315,"(40.727985, -73.8315)",1,0,Unsafe Speed,4692393,Station Wagon/Sport Utility Vehicle,2024-01-03 15:00:00,15,2,1
QUEENS,11378.0,40.72936,-73.92856,"(40.72936, -73.92856)",0,0,Unsafe Lane Changing,4692249,Pick-up Truck,2024-01-03 06:49:00,6,2,1
QUEENS,11378.0,40.726624,-73.906456,"(40.726624, -73.906456)",1,0,Driver Inattention/Distraction,4692538,Bike,2024-01-03 07:15:00,7,2,1
QUEENS,11360.0,40.774647,-73.78401,"(40.774647, -73.78401)",0,0,Driver Inattention/Distraction,4692409,Sedan,2024-01-03 03:00:00,3,2,1
QUEENS,11102.0,40.77191,-73.93022,"(40.77191, -73.93022)",0,0,Unspecified,4692972,Sedan,2024-01-03 20:33:00,20,2,1
QUEENS,11361.0,40.760284,-73.769356,"(40.760284, -73.769356)",1,0,Driver Inattention/Distraction,4692487,Station Wagon/Sport Utility Vehicle,2024-01-03 10:15:00,10,2,1
QUEENS,11101.0,40.749733,-73.936104,"(40.749733, -73.936104)",0,0,Driver Inattention/Distraction,4692161,Sedan,2024-01-03 04:45:00,4,2,1
QUEENS,11435.0,40.69697,-73.80556,"(40.69697, -73.80556)",1,0,Driver Inattention/Distraction,4692745,Bike,2024-01-03 17:07:00,17,2,1
QUEENS,11355.0,40.743317,-73.81564,"(40.743317, -73.81564)",0,0,Passing Too Closely,4692196,Sedan,2024-01-03 03:00:00,3,2,1
QUEENS,11373.0,40.73356,-73.88382,"(40.73356, -73.88382)",1,0,Driver Inattention/Distraction,4692488,Sedan,2024-01-03 15:40:00,15,2,1
QUEENS,11372.0,40.748123,-73.87929,"(40.748123, -73.87929)",1,0,Driver Inattention/Distraction,4692648,Station Wagon/Sport Utility Vehicle,2024-01-03 10:15:00,10,2,1
QUEENS,11414.0,40.660847,-73.8403,"(40.660847, -73.8403)",2,0,Passing or Lane Usage Improper,4692500,Sedan,2024-01-03 14:43:00,14,2,1
QUEENS,11385.0,40.704403,-73.89392,"(40.704403, -73.89392)",0,0,Oversized Vehicle,4692229,FIRETRUCK,2024-01-03 09:10:00,9,2,1
QUEENS,11432.0,40.70898,-73.80418,"(40.70898, -73.80418)",1,0,Unspecified,4693037,Sedan,2024-01-03 08:26:00,8,2,1
QUEENS,11372.0,40.74816,-73.87902,"(40.74816, -73.87902)",1,0,Unspecified,4692398,Sedan,2024-01-03 10:00:00,10,2,1
QUEENS,11361.0,40.761887,-73.767395,"(40.761887, -73.767395)",0,0,Unspecified,4692406,Sedan,2024-01-03 07:00:00,7,2,1
QUEENS,11426.0,40.746044,-73.727516,"(40.746044, -73.727516)",0,0,Unspecified,4692454,Bus,2024-01-03 00:00:00,0,2,1
QUEENS,11418.0,40.702873,-73.817055,"(40.702873, -73.817055)",1,0,Driver Inexperience,4692311,Sedan,2024-01-03 09:05:00,9,2,1
QUEENS,11377.0,40.745117,-73.904495,"(40.745117, -73.904495)",1,0,Driver Inattention/Distraction,4692462,Van,2024-01-03 14:48:00,14,2,1
QUEENS,11358.0,40.752613,-73.7923,"(40.752613, -73.7923)",0,0,Turning Improperly,4692417,Station Wagon/Sport Utility Vehicle,2024-01-03 12:40:00,12,2,1
QUEENS,11433.0,40.697247,-73.78965,"(40.697247, -73.78965)",3,0,Failure to Yield Right-of-Way,4692748,Station Wagon/Sport Utility Vehicle,2024-01-03 06:57:00,6,2,1
QUEENS,11432.0,40.705147,-73.7957,"(40.705147, -73.7957)",0,0,Unspecified,4692736,Station Wagon/Sport Utility Vehicle,2024-01-03 16:10:00,16,2,1
QUEENS,11417.0,40.667114,-73.834656,"(40.667114, -73.834656)",1,0,Failure to Yield Right-of-Way,4692717,Sedan,2024-01-03 05:50:00,5,2,1
QUEENS,11378.0,40.717594,-73.90646,"(40.717594, -73.90646)",0,0,Passing Too Closely,4692618,Sedan,2024-01-03 00:00:00,0,2,1
QUEENS,11385.0,40.698013,-73.90039,"(40.698013, -73.90039)",0,0,Unspecified,4692818,Sedan,2024-01-03 11:00:00,11,2,1
QUEENS,11363.0,40.76895,-73.74024,"(40.76895, -73.74024)",0,0,Passing Too Closely,4692419,Station Wagon/Sport Utility Vehicle,2024-01-03 20:30:00,20,2,1
QUEENS,11369.0,40.769817,-73.87603,"(40.769817, -73.87603)",1,0,Driver Inattention/Distraction,4692239,Sedan,2024-01-03 08:20:00,8,2,1
QUEENS,11101.0,40.73572,-73.93677,"(40.73572, -73.93677)",0,0,Driver Inattention/Distraction,4692463,Station Wagon/Sport Utility Vehicle,2024-01-03 14:47:00,14,2,1
QUEENS,11372.0,40.748962,-73.89176,"(40.748962, -73.89176)",1,0,Failure to Yield Right-of-Way,4692400,Sedan,2024-01-03 10:10:00,10,2,1
QUEENS,11357.0,40.781693,-73.82225,"(40.781693, -73.82225)",0,0,Following Too Closely,4692509,Sedan,2024-01-03 09:35:00,9,2,1
QUEENS,11356.0,40.778614,-73.83887,"(40.778614, -73.83887)",0,0,Unspecified,4692519,Sedan,2024-01-03 17:19:00,17,2,1
QUEENS,11385.0,40.70086,-73.893845,"(40.70086, -73.893845)",1,0,Failure to Yield Right-of-Way,4692545,Sedan,2024-01-03 18:48:00,18,2,1
QUEENS,11372.0,40.75037,-73.87848,"(40.75037, -73.87848)",1,0,Driver Inattention/Distraction,4692660,Sedan,2024-01-03 15:49:00,15,2,1
QUEENS,11369.0,40.762722,-73.86946,"(40.762722, -73.86946)",1,0,Driver Inattention/Distraction,4692657,E-Scooter,2024-01-03 15:00:00,15,2,1
QUEENS,11372.0,40.749844,-73.883385,"(40.749844, -73.883385)",1,0,Failure to Yield Right-of-Way,4692278,Station Wagon/Sport Utility Vehicle,2024-01-03 09:25:00,9,2,1
QUEENS,11377.0,40.755344,-73.90799,"(40.755344, -73.90799)",0,0,Alcohol Involvement,4692753,Pick-up Truck,2024-01-03 17:28:00,17,2,1
QUEENS,11691.0,40.59936,-73.75552,"(40.59936, -73.75552)",0,0,Unspecified,4692669,Sedan,2024-01-03 17:50:00,17,2,1
QUEENS,11420.0,40.666332,-73.81056,"(40.666332, -73.81056)",1,0,Failure to Yield Right-of-Way,4692719,Tractor Truck Diesel,2024-01-03 10:30:00,10,2,1
QUEENS,11432.0,0.0,0.0,"(0.0, 0.0)",1,0,Unspecified,4693039,Tractor Truck Diesel,2024-01-03 08:44:00,8,2,1
QUEENS,11377.0,40.750824,-73.90687,"(40.750824, -73.90687)",0,0,Passing or Lane Usage Improper,4693652,Station Wagon/Sport Utility Vehicle,2024-01-03 15:10:00,15,2,1
QUEENS,11375.0,40.72201,-73.853485,"(40.72201, -73.853485)",1,0,Failure to Yield Right-of-Way,4693660,Moped,2024-01-03 13:55:00,13,2,1
QUEENS,11432.0,40.707237,-73.79271,"(40.707237, -73.79271)",0,0,Unspecified,4693781,Station Wagon/Sport Utility Vehicle,2024-01-03 18:45:00,18,2,1
QUEENS,11427.0,40.730057,-73.73282,"(40.730057, -73.73282)",0,0,Unspecified,4697923,Sedan,2024-01-03 11:38:00,11,2,1
QUEENS,11412.0,40.698654,-73.7551,"(40.698654, -73.7551)",0,0,Driver Inattention/Distraction,4698835,Sedan,2024-01-03 07:00:00,7,2,1
QUEENS,11432.0,40.707237,-73.79271,"(40.707237, -73.79271)",0,0,Unspecified,4699131,Station Wagon/Sport Utility Vehicle,2024-01-03 18:45:00,18,2,1
QUEENS,11418.0,40.7014,-73.816315,"(40.7014, -73.816315)",3,0,Following Too Closely,4692763,Sedan,2024-01-04 20:35:00,20,3,1
QUEENS,11432.0,40.7178,-73.80358,"(40.7178, -73.80358)",0,0,Unspecified,4692681,Ambulance,2024-01-04 18:22:00,18,3,1
QUEENS,11356.0,40.7856,-73.83936,"(40.7856, -73.83936)",1,0,Alcohol Involvement,4692824,Sedan,2024-01-04 21:19:00,21,3,1
QUEENS,11367.0,40.729855,-73.81853,"(40.729855, -73.81853)",0,0,Unspecified,4692685,Station Wagon/Sport Utility Vehicle,2024-01-04 13:15:00,13,3,1
QUEENS,11354.0,40.764915,-73.812164,"(40.764915, -73.812164)",1,0,Driver Inattention/Distraction,4692812,Station Wagon/Sport Utility Vehicle,2024-01-04 11:30:00,11,3,1
QUEENS,11385.0,40.70202,-73.85721,"(40.70202, -73.85721)",0,0,Unspecified,4692720,Sedan,2024-01-04 07:00:00,7,3,1
QUEENS,11372.0,40.755882,-73.874054,"(40.755882, -73.874054)",0,0,Passing Too Closely,4693024,Station Wagon/Sport Utility Vehicle,2024-01-04 14:17:00,14,3,1
QUEENS,11103.0,40.76398,-73.910515,"(40.76398, -73.910515)",1,0,Failure to Yield Right-of-Way,4692564,Station Wagon/Sport Utility Vehicle,2024-01-04 08:30:00,8,3,1
QUEENS,11691.0,40.606297,-73.75063,"(40.606297, -73.75063)",0,0,Backing Unsafely,4692876,Sedan,2024-01-04 20:20:00,20,3,1
QUEENS,11101.0,40.749054,-73.95222,"(40.749054, -73.95222)",1,0,Driver Inattention/Distraction,4692758,Sedan,2024-01-04 14:40:00,14,3,1
QUEENS,11421.0,40.694775,-73.84774,"(40.694775, -73.84774)",2,0,Traffic Control Disregarded,4692764,Sedan,2024-01-04 20:15:00,20,3,1
QUEENS,11418.0,40.700935,-73.84022,"(40.700935, -73.84022)",1,0,Failure to Yield Right-of-Way,4693371,Sedan,2024-01-04 17:31:00,17,3,1
QUEENS,11103.0,40.759346,-73.91981,"(40.759346, -73.91981)",1,0,Failure to Yield Right-of-Way,4692783,Station Wagon/Sport Utility Vehicle,2024-01-04 11:13:00,11,3,1
QUEENS,11379.0,40.717827,-73.8724,"(40.717827, -73.8724)",0,0,Driver Inattention/Distraction,4692820,Sedan,2024-01-04 11:15:00,11,3,1
QUEENS,11368.0,40.756493,-73.85881,"(40.756493, -73.85881)",0,0,Unspecified,4692506,Sedan,2024-01-04 02:00:00,2,3,1
QUEENS,11692.0,40.590656,-73.803154,"(40.590656, -73.803154)",1,0,View Obstructed/Limited,4692658,Sedan,2024-01-04 13:05:00,13,3,1
QUEENS,11377.0,40.739964,-73.89424,"(40.739964, -73.89424)",0,0,Driver Inattention/Distraction,4692568,Station Wagon/Sport Utility Vehicle,2024-01-04 08:45:00,8,3,1
QUEENS,11385.0,40.705032,-73.909,"(40.705032, -73.909)",2,0,Glare,4692716,Station Wagon/Sport Utility Vehicle,2024-01-04 15:02:00,15,3,1
QUEENS,11374.0,40.730118,-73.86232,"(40.730118, -73.86232)",2,0,Pavement Slippery,4692586,Sedan,2024-01-04 07:24:00,7,3,1
QUEENS,11368.0,40.754776,-73.85376,"(40.754776, -73.85376)",0,0,Backing Unsafely,4692584,Sedan,2024-01-04 08:31:00,8,3,1
QUEENS,11434.0,40.683914,-73.76787,"(40.683914, -73.76787)",0,0,Unspecified,4692954,Station Wagon/Sport Utility Vehicle,2024-01-04 15:45:00,15,3,1
QUEENS,11385.0,40.702312,-73.893715,"(40.702312, -73.893715)",0,0,Unspecified,4692625,Station Wagon/Sport Utility Vehicle,2024-01-04 09:56:00,9,3,1
QUEENS,11375.0,40.71512,-73.83224,"(40.71512, -73.83224)",0,0,Driver Inattention/Distraction,4692802,Sedan,2024-01-04 21:12:00,21,3,1
QUEENS,11365.0,40.730362,-73.80929,"(40.730362, -73.80929)",0,0,Following Too Closely,4692687,Station Wagon/Sport Utility Vehicle,2024-01-04 18:20:00,18,3,1
