name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York Queens,2021-10-01T00:00:00,14.1,14.1,7.2,63.39,0,0,,0,0,,11.2,5,1022.3,10.6,16,0,0,0,,Clear,clear-night,"72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T01:00:00,13.3,13.3,7.3,67.21,0,0,,0,0,,8.4,11,1022.1,10.6,16,0,0,0,,Clear,clear-night,"72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T02:00:00,13.3,13.3,7.7,69.22,0,0,,0,0,,12.1,334,1022.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T03:00:00,12.7,12.7,7.1,68.66,0,0,,0,0,,13.2,331,1022.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T04:00:00,12.2,12.2,6.6,68.4,0,0,,0,0,,10.3,325,1022.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T05:00:00,11.7,11.7,6.4,69.78,0,0,,0,0,,13,304,1023,0,16,0,0,0,,Clear,clear-night,"72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T06:00:00,11.4,11.4,6.4,71.12,0,0,,0,0,,12,304,1023.4,0,16,0,0,0,,Clear,clear-night,"72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T07:00:00,11.4,11.4,6.2,70.06,0,0,,0,0,,13,309,1023.8,10.6,16,10,0,0,,Clear,clear-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T08:00:00,12.3,12.3,6.7,68.36,0,0,,0,0,,13.8,304,1024.5,10.6,16,102,0.4,1,,Clear,clear-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T09:00:00,13.8,13.8,6.5,61.67,0,0,,0,0,,13.8,314,1024.8,10.6,16,286,1,3,,Clear,clear-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T10:00:00,15.6,15.6,6.8,55.93,0,0,,0,0,,12.1,309,1024.8,10.6,16,447,1.6,4,,Clear,clear-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T11:00:00,16.9,16.9,6,48.53,0,0,,0,0,,12.2,314,1024.6,22.8,16,574,2.1,6,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2021-10-01T12:00:00,17.9,17.9,5.2,43.44,0,0,,0,0,,13.1,275,1024.1,22.8,16,653,2.4,7,,Partially cloudy,partly-cloudy-day,"D9152,72505394728,KJFK,KLGA,74486094789,KNYC,72503014732"
