name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York Queens,2024-05-01T00:00:00,11.2,11.2,8.7,84.44,0.049,100,rain,0,0,14,16.5,42,1011.5,93.3,15,0,0,0,,"Rain, Overcast",rain,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T01:00:00,11.2,11.2,8.8,85.05,0,0,,0,0,14,7.5,41,1011.4,93.8,15,0,0,0,,Overcast,cloudy,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T02:00:00,11.2,11.2,9.2,87.48,0.049,100,rain,0,0,13.3,7,42,1011.7,95.6,14.4,0,0,0,,"Rain, Overcast",rain,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T03:00:00,11.3,11.3,9.4,87.81,0.049,100,rain,0,0,11.5,7,47,1011.6,93.3,14.2,0,0,0,,"Rain, Overcast",rain,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T04:00:00,11.2,11.2,9,86.19,0,0,,0,0,8.3,8.7,51,1011.4,95.6,15,0,0,0,,Overcast,cloudy,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T05:00:00,11.3,11.3,9.3,87.63,0,0,,0,0,7.2,7.7,52,1012,100,14.4,0,0,0,,Overcast,cloudy,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T06:00:00,11.3,11.3,9.3,87.63,0,0,,0,0,7.9,6.4,53,1012.6,100,15,5,0,0,,Overcast,cloudy,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T07:00:00,11.8,11.8,9.6,86.39,0,0,,0,0,8.6,5.5,86,1013,95.6,12.5,30,0.1,0,,Overcast,cloudy,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T08:00:00,12.7,12.7,10.2,84.53,0,0,,0,0,9.7,2.4,0,1013.8,95.6,13,63,0.2,1,,Overcast,cloudy,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T09:00:00,14.4,14.4,11.3,81.94,0,0,,0,0,10.8,5.8,249,1014.2,68.6,13.4,212,0.8,2,,Partially cloudy,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T10:00:00,16.1,16.1,11.5,73.93,0,0,,0,0,9.7,7,240,1013.9,31.8,14.1,561,2,6,,Partially cloudy,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T11:00:00,17.7,17.7,11.8,68.51,0,0,,0,0,10.4,4.4,286,1013.7,10.6,13.5,689,2.5,7,,Clear,clear-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T12:00:00,19.9,19.9,12.2,60.93,0,0,,0,0,10.8,8.5,149,1013.2,22.8,15.5,733,2.6,7,,Partially cloudy,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T13:00:00,21.3,21.3,12.1,55.66,0,0,,0,0,13.7,11.3,171,1012.7,22.8,15.7,58,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T14:00:00,21.9,21.9,12.2,53.92,0,0,,0,0,18,13.6,149,1012.3,32.7,16,62,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T15:00:00,23.3,23.3,12.6,51.08,0,0,,0,0,23.8,12.2,140,1012,46.3,16,44,0.2,0,,Partially cloudy,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
New York Queens,2024-05-01T16:00:00,20.8,20.8,12,57.18,0,0,,0,0,38.9,19.2,166,1012.3,58.2,16,59,0.2,1,,Partially cloudy,partly-cloudy-day,"72505394728,F7223,KJFK,KLGA,74486094789,KNYC,72503014732"
